OrderID,Date,CustomerID,Quantity,UnitPrice,ShippingAddress,ItemsInCart,CustomerRating,TotalPrice,OrderDayOfWeek,OrderHour,IsWeekend,AvgItemValueInCart,CustomerOrderCount,Product_Desk,Product_Laptop,Product_Monitor,Product_Phone,Product_Printer,Product_Tablet,PaymentMethod_Credit Card,PaymentMethod_Debit Card,PaymentMethod_Gift Card,PaymentMethod_Online,OrderStatus_Delivered,OrderStatus_Pending,OrderStatus_Returned,OrderStatus_Shipped,ReferralSource_Facebook,ReferralSource_Google,ReferralSource_Instagram,ReferralSource_Referral
ORD000013,2023-01-01 12:00:00,C77221,1.0,110.28949177756095,717 Main St,2.0,4.438815552818975,110.28949177756095,6,12,1,55.14447016642964,1,False,False,False,False,False,True,False,False,False,False,False,False,False,True,False,False,False,False
ORD000014,2023-01-01 13:00:00,C74820,1.0,772.2884181446615,217 Main St,3.0,1.8588749101715685,772.2884181446615,6,13,1,257.4286146195051,1,True,False,False,False,False,False,True,False,False,False,False,False,True,False,False,True,False,False
ORD000015,2023-01-01 14:00:00,C10769,2.0,2287.6791729444867,336 Main St,2.0,2.6193287833993404,7589.971902691224,6,14,1,3794.9669765107296,1,False,False,True,False,False,False,False,False,False,True,True,False,False,False,False,False,False,True
ORD000016,2023-01-01 15:00:00,C69735,5.0,415.8522942510463,408 Main St,7.0,4.92621775089215,2079.2614712552318,6,15,1,297.03692869799215,1,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True
ORD000017,2023-01-01 16:00:00,C72955,2.0,496.2678126750662,555 Main St,2.0,1.632169279105494,992.5356253501324,6,16,1,496.2653313484094,1,False,False,False,False,False,True,False,False,False,False,False,False,False,True,True,False,False,False
ORD000018,2023-01-01 17:00:00,C74925,2.0,939.7749593346064,574 Main St,2.0,3.6858032766217512,1879.549918669213,6,17,1,939.770260483304,1,False,False,False,False,True,False,True,False,False,False,False,True,False,False,False,False,False,True
ORD000019,2023-01-01 18:00:00,C77969,1.0,1352.0061754934186,199 Main St,2.0,3.016125322481386,1352.0061754934186,6,18,1,675.9997077481705,1,False,True,False,False,False,False,False,False,True,False,False,True,False,False,False,True,False,False
ORD000021,2023-01-01 20:00:00,C93104,1.0,895.5388176943961,404 Main St,1.0,4.202038583182752,895.5388176943961,6,20,1,895.5298623957722,1,False,True,False,False,False,False,False,False,False,True,True,False,False,False,False,False,True,False
ORD000022,2023-01-01 21:00:00,C63707,5.0,1108.8214907480112,453 Main St,2.0,2.954344210223276,5544.107453740056,6,21,1,2772.0398666706947,1,False,True,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False
ORD000023,2023-01-01 22:00:00,C95305,4.0,578.9925818013081,385 Main St,3.0,4.22192677324764,2315.9703272052325,6,22,1,771.9875357766249,1,False,False,False,False,False,False,False,False,True,False,False,False,False,True,False,True,False,False
ORD000024,2023-01-01 23:00:00,C38693,1.0,979.4000157431988,427 Main St,7.0,2.705339621761384,979.4000157431988,6,23,1,139.9140880860454,1,False,True,False,False,False,False,False,False,False,True,True,False,False,False,False,True,False,False
ORD000025,2023-01-02 00:00:00,C81932,5.0,725.9633071349576,202 Main St,1.0,3.016125322481386,3629.816535674788,0,0,0,3629.780237872409,1,False,False,False,False,False,False,False,False,False,True,False,True,False,False,False,False,False,False
ORD000026,2023-01-02 01:00:00,C35658,4.0,325.4073978634633,162 Main St,5.0,3.016125322481386,1301.6295914538532,0,1,0,260.3253976399754,1,False,False,False,False,False,False,False,False,False,True,False,False,False,True,False,False,False,False
ORD000027,2023-01-02 02:00:00,C94478,3.0,1067.5204971220228,786 Main St,3.0,1.5975179145513057,3202.5614913660684,0,2,0,1067.516938732227,1,False,False,False,False,True,False,False,False,True,False,False,False,False,True,False,True,False,False
ORD000028,2023-01-02 03:00:00,C28431,1.0,856.8737241557919,381 Main St,3.0,2.6074780625969955,856.8737241557919,0,3,0,285.62362263985517,1,False,True,False,False,False,False,True,False,False,False,False,False,False,True,False,False,False,False
ORD000029,2023-01-02 04:00:00,C12747,1.0,570.0012938327076,540 Main St,4.0,3.970372738568921,570.0012938327076,0,4,0,142.49996720825888,1,False,False,False,True,False,False,False,False,False,True,False,False,False,False,True,False,False,False
ORD000030,2023-01-02 05:00:00,C69150,3.0,1371.4418256140143,392 Main St,4.0,4.391751031034515,4114.325476842044,0,5,0,1028.5787977635166,1,True,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False
ORD000031,2023-01-02 06:00:00,C75725,3.0,80.35447084876324,837 Main St,7.0,2.840413196705049,241.06341254628973,0,6,0,34.43758116721115,1,False,False,True,False,False,False,False,False,True,False,False,False,False,True,False,False,True,False
ORD000032,2023-01-02 07:00:00,C94654,1.0,507.8710693117692,106 Main St,5.0,3.3779073642337587,507.8710693117692,0,7,0,101.57401071433242,1,False,False,False,False,False,False,False,True,False,False,False,False,False,True,False,False,True,False
ORD000033,2023-01-02 08:00:00,C45773,3.0,132.4780267775875,738 Main St,8.0,4.379560271305161,397.4340803327625,0,8,0,49.67919794259789,1,False,False,False,False,False,True,True,False,False,False,False,False,False,False,True,False,False,False
ORD000034,2023-01-02 09:00:00,C77435,2.0,1161.4646085213594,191 Main St,5.0,4.25418471999328,2322.929217042719,0,9,0,464.5849142387153,1,False,False,False,False,False,True,False,False,False,False,False,False,False,True,False,False,False,False
ORD000035,2023-01-02 10:00:00,C66886,4.0,1068.0558084649992,289 Main St,7.0,3.630895621444531,4272.223233859997,0,10,0,610.3167329560954,1,True,False,False,False,False,False,False,False,False,True,True,False,False,False,False,False,True,False
ORD000036,2023-01-02 11:00:00,C76803,4.0,530.4607171676597,970 Main St,2.0,4.260108417003419,2121.842868670639,0,11,0,1060.9161297546707,1,False,False,False,False,False,True,False,True,False,False,False,False,False,True,False,False,False,True
ORD000038,2023-01-02 13:00:00,C21394,2.0,624.1089779841273,610 Main St,6.0,3.016125322481386,1248.2179559682545,0,13,0,208.03597926807697,1,False,False,False,False,False,True,False,False,True,False,False,False,True,False,True,False,False,False
ORD000039,2023-01-02 14:00:00,C79092,3.0,2287.6791729444867,561 Main St,4.0,3.016125322481386,7589.971902691224,0,14,0,1897.4882319522264,1,False,False,True,False,False,False,False,True,False,False,False,False,False,True,False,False,False,False
ORD000040,2023-01-02 15:00:00,C13890,5.0,2287.6791729444867,152 Main St,5.0,3.016125322481386,7589.971902691224,0,15,0,1517.9913445555558,1,False,False,True,False,False,False,False,True,False,False,False,False,False,True,False,True,False,False
ORD000041,2023-01-02 16:00:00,C51606,3.0,647.8056053559151,853 Main St,5.0,1.5799681680108209,1943.4168160677448,0,16,0,388.6825858483773,1,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,True,False,False
ORD000042,2023-01-02 17:00:00,C90038,1.0,1405.3583774580363,585 Main St,7.0,2.618065635293851,1405.3583774580363,0,17,0,200.76519568658279,1,False,True,False,False,False,False,True,False,False,False,False,False,False,True,False,False,True,False
ORD000043,2023-01-02 18:00:00,C97313,4.0,413.7746948415153,743 Main St,2.0,4.735245100039872,1655.0987793660613,0,18,0,827.5452519567708,1,False,False,False,False,True,False,False,False,False,False,False,False,False,True,False,True,False,False
ORD000044,2023-01-02 19:00:00,C20627,3.0,224.64864299501988,589 Main St,1.0,1.7801579389321978,673.9459289850597,0,19,0,673.9391895931637,1,False,False,False,True,False,False,False,False,False,False,False,True,False,False,True,False,False,False
ORD000045,2023-01-02 20:00:00,C18792,5.0,2287.6791729444867,463 Main St,2.0,4.3751653778660025,7589.971902691224,0,20,0,3794.9669765107296,1,False,False,False,False,False,False,False,False,False,True,False,False,True,False,False,False,True,False
ORD000046,2023-01-02 21:00:00,C83969,1.0,1455.5166278120594,211 Main St,5.0,4.273070272638362,1455.5166278120594,0,21,0,291.1027433569252,1,False,False,False,True,False,False,False,False,True,False,True,False,False,False,True,False,False,False
ORD000047,2023-01-02 22:00:00,C53001,2.0,597.8668599044206,508 Main St,5.0,4.945318618205359,1195.7337198088412,0,22,0,239.14626566923693,2,False,True,False,False,False,False,False,True,False,False,False,False,False,True,True,False,False,False
ORD000048,2023-01-02 23:00:00,C86552,2.0,139.9533072617332,106 Main St,3.0,3.016125322481386,279.9066145234664,0,23,0,93.30189383484267,1,False,False,False,False,False,True,True,False,False,False,False,False,False,True,False,True,False,False
ORD000049,2023-01-03 00:00:00,C33897,5.0,541.9926375988728,841 Main St,9.0,2.261301421520584,2709.963187994364,1,0,0,301.10668632527785,1,False,False,False,False,False,True,False,False,True,False,False,False,False,True,False,True,False,False
ORD000050,2023-01-03 01:00:00,C78148,1.0,783.6008987633597,767 Main St,4.0,3.016125322481386,783.6008987633597,1,1,0,195.8997349415026,1,False,False,False,False,True,False,False,False,True,False,False,False,False,False,True,False,False,False
ORD000051,2023-01-03 02:00:00,C33483,4.0,284.78835961670984,296 Main St,9.0,1.9363162368091185,1139.1534384668394,1,2,0,126.57246363802255,1,False,True,False,False,False,False,True,False,False,False,False,False,False,False,False,True,False,False
ORD000052,2023-01-03 03:00:00,C58555,3.0,1004.2482161819134,934 Main St,5.0,3.191603827948436,3012.7446485457403,1,3,0,602.5477246136988,1,False,False,False,False,False,False,False,False,True,False,False,True,False,False,False,True,False,False
ORD000053,2023-01-03 04:00:00,C27159,1.0,1496.736614064791,975 Main St,1.0,3.829379836764225,1496.736614064791,1,4,0,1496.7216468483223,1,False,False,False,False,True,False,False,False,False,True,False,False,False,True,False,True,False,False
ORD000054,2023-01-03 05:00:00,C90077,2.0,705.0222401730936,834 Main St,5.0,3.016125322481386,1410.0444803461871,1,5,0,282.00833205257334,1,False,True,False,False,False,False,False,False,True,False,True,False,False,False,False,False,False,False
ORD000055,2023-01-03 06:00:00,C45920,5.0,564.3564072588083,466 Main St,2.0,4.753651781779036,2821.782036294041,1,6,0,1410.883963727202,1,True,False,False,False,False,False,False,False,False,True,False,False,False,True,True,False,False,False
ORD000056,2023-01-03 07:00:00,C77121,5.0,631.0210419099766,349 Main St,4.0,3.662790192295682,3155.105209549883,1,7,0,788.7743304516447,1,False,False,True,False,False,False,False,True,False,False,False,False,False,True,False,False,False,True
ORD000057,2023-01-03 08:00:00,C79479,3.0,216.96195867304164,694 Main St,2.0,1.1885572330793002,650.8858760191249,1,8,0,325.44131080300843,1,False,False,False,False,True,False,False,True,False,False,False,False,False,False,True,False,False,False
ORD000058,2023-01-03 09:00:00,C99475,5.0,1330.7467220680246,339 Main St,2.0,1.5429501250436557,6653.733610340123,1,9,0,3326.850170919207,1,False,False,False,False,True,False,False,False,False,False,False,False,False,True,False,False,True,False
ORD000059,2023-01-03 10:00:00,C29457,5.0,651.4972005059603,479 Main St,3.0,1.7631262803662544,3257.4860025298017,1,10,0,1085.825048093107,1,False,False,False,False,False,False,False,False,False,True,True,False,False,False,False,True,False,False
ORD000060,2023-01-03 11:00:00,C76557,1.0,611.5478965660199,971 Main St,5.0,1.9798294559737988,611.5478965660199,1,11,0,122.3093346945346,1,False,False,False,True,False,False,False,True,False,False,True,False,False,False,False,True,False,False
ORD000061,2023-01-03 12:00:00,C87189,4.0,1006.5508957491878,934 Main St,4.0,3.922709480117746,4026.2035829967513,1,12,0,1006.5483793782395,1,True,False,False,False,False,False,False,False,True,False,False,False,True,False,False,False,False,True
ORD000062,2023-01-03 13:00:00,C88953,3.0,690.9484603501292,570 Main St,2.0,3.016125322481386,2072.8453810503875,1,13,0,1036.4175084376516,1,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,True,False
ORD000063,2023-01-03 14:00:00,C62995,1.0,989.9385297713768,874 Main St,2.0,3.016125322481386,989.9385297713768,1,14,0,494.96679005173814,1,False,True,False,False,False,False,True,False,False,False,False,True,False,False,False,False,False,False
ORD000064,2023-01-03 15:00:00,C50757,4.0,139.09712068964188,800 Main St,6.0,4.645533293312006,556.3884827585675,1,15,0,92.73125924099585,1,False,True,False,False,False,False,False,False,False,True,True,False,False,False,True,False,False,False
ORD000065,2023-01-03 16:00:00,C19692,1.0,1229.8988483972298,554 Main St,7.0,3.016125322481386,1229.8988483972298,1,16,0,175.69958448591214,1,False,True,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False
ORD000066,2023-01-03 17:00:00,C55758,1.0,1413.7307316751337,465 Main St,6.0,2.061986255354143,1413.7307316751337,1,17,0,235.6213959101958,1,False,True,False,False,False,False,False,False,True,False,False,False,False,True,False,False,True,False
ORD000068,2023-01-03 19:00:00,C81211,4.0,1434.1205968452757,973 Main St,1.0,1.9772635678747297,5736.482387381102,1,19,0,5736.425023130871,1,True,False,False,False,False,False,True,False,False,False,True,False,False,False,False,False,True,False
ORD000069,2023-01-03 20:00:00,C75697,3.0,269.5768558364468,502 Main St,6.0,4.620398485070571,808.7305675093403,1,20,0,134.78820327121792,1,False,False,False,False,False,True,False,False,False,True,True,False,False,False,False,False,False,True
ORD000070,2023-01-03 21:00:00,C47065,3.0,742.2534747465129,157 Main St,3.0,3.016125322481386,2226.7604242395387,1,21,0,742.2510005765109,1,False,False,True,False,False,False,False,False,True,False,False,False,False,True,False,False,False,False
ORD000071,2023-01-03 22:00:00,C42606,4.0,922.6197642208986,620 Main St,1.0,3.962084147835145,3690.479056883594,1,22,0,3690.442152462069,1,False,False,False,True,False,False,False,True,False,False,False,False,False,True,False,False,False,False
ORD000072,2023-01-03 23:00:00,C21534,5.0,893.5181387607207,403 Main St,8.0,4.059757273606465,4467.590693803603,1,23,0,558.4481386652772,1,False,False,False,True,False,False,False,False,True,False,False,False,False,True,False,False,True,False
ORD000073,2023-01-04 00:00:00,C50397,2.0,632.1195796791127,214 Main St,4.0,3.026277248228837,1264.2391593582254,2,0,0,316.05899969205717,1,False,False,False,False,False,True,False,True,False,False,True,False,False,False,False,False,True,False
ORD000074,2023-01-04 01:00:00,C11016,1.0,540.222393581079,309 Main St,8.0,4.258314904010675,540.222393581079,2,1,0,67.5277147879914,1,False,False,False,False,False,True,False,True,False,False,True,False,False,False,False,True,False,False
ORD000075,2023-01-04 02:00:00,C99789,5.0,233.89483269810725,140 Main St,4.0,4.344772391009961,1169.4741634905365,2,2,0,292.36780995310926,1,False,False,True,False,False,False,False,True,False,False,True,False,False,False,False,False,False,True
ORD000076,2023-01-04 03:00:00,C65591,4.0,618.0265533153033,915 Main St,4.0,2.441946886704468,2472.1062132612133,2,3,0,618.0250082527828,1,False,False,True,False,False,False,False,False,False,True,False,False,False,True,False,True,False,False
ORD000077,2023-01-04 04:00:00,C99812,1.0,285.85818190295345,272 Main St,4.0,2.601378072865501,285.85818190295345,2,4,0,71.46436681482133,1,False,False,False,False,False,True,True,False,False,False,False,False,False,True,True,False,False,False
ORD000078,2023-01-04 05:00:00,C33247,3.0,1114.8302309137166,333 Main St,5.0,4.555026874156104,3344.49069274115,2,5,0,668.8968007546285,1,False,True,False,False,False,False,False,False,False,True,False,False,False,False,True,False,False,False
ORD000079,2023-01-04 06:00:00,C34300,2.0,352.80485646715545,892 Main St,9.0,3.098917041718097,705.6097129343109,2,6,0,78.40099210270999,1,False,False,False,True,False,False,True,False,False,False,False,False,False,False,False,False,True,False
ORD000080,2023-01-04 07:00:00,C84065,3.0,134.9196926625741,983 Main St,5.0,4.467773983767476,404.7590779877223,2,7,0,80.95165369423708,1,False,False,False,False,False,False,False,False,True,False,False,False,False,True,False,False,False,False
ORD000081,2023-01-04 08:00:00,C92798,4.0,850.9308998349898,689 Main St,8.0,3.016125322481386,3403.723599339959,2,8,0,425.46491808634727,1,False,False,True,False,False,False,False,False,False,False,True,False,False,False,True,False,False,False
ORD000082,2023-01-04 09:00:00,C19268,1.0,913.0831124431324,719 Main St,8.0,3.374271026996169,913.0831124431324,2,9,0,114.13524638633358,1,False,False,True,False,False,False,False,False,True,False,False,False,False,True,True,False,False,False
ORD000083,2023-01-04 10:00:00,C96807,4.0,1314.273938856733,892 Main St,4.0,1.1239238131114475,5257.095755426932,2,10,0,1314.2706531801,1,False,False,False,False,False,True,False,False,False,True,False,False,False,False,False,True,False,False
ORD000084,2023-01-04 11:00:00,C22185,1.0,886.6233380056387,502 Main St,9.0,2.111577591362999,886.6233380056387,2,11,0,98.51359476329901,1,True,False,False,False,False,False,False,False,False,True,False,True,False,False,False,True,False,False
ORD000085,2023-01-04 12:00:00,C73704,5.0,550.9472378989963,138 Main St,9.0,3.0082305876092725,2754.7361894949813,2,12,0,306.081458742266,1,False,False,False,False,False,False,True,False,False,False,True,False,False,False,True,False,False,False
ORD000086,2023-01-04 13:00:00,C96779,2.0,1214.3672282131647,218 Main St,5.0,3.016125322481386,2428.7344564263294,2,13,0,485.7459197934263,1,False,False,False,False,False,False,False,False,False,True,True,False,False,False,False,False,True,False
ORD000087,2023-01-04 14:00:00,C49099,5.0,833.4043951217606,434 Main St,6.0,3.5217381160029366,4167.021975608803,2,14,0,694.502505097292,1,False,False,True,False,False,False,False,True,False,False,False,False,False,True,False,True,False,False
ORD000088,2023-01-04 15:00:00,C18571,5.0,164.95641271522803,435 Main St,5.0,3.864891300046468,824.7820635761401,2,15,0,164.95608280306243,1,False,True,False,False,False,False,False,False,False,True,True,False,False,False,True,False,False,False
ORD000089,2023-01-04 16:00:00,C48044,4.0,870.4833124542076,638 Main St,3.0,3.016125322481386,3481.9332498168305,2,16,0,1160.640547803784,1,True,False,False,False,False,False,True,False,False,False,True,False,False,False,False,False,False,False
ORD000090,2023-01-04 17:00:00,C61214,2.0,1366.6268908614104,715 Main St,5.0,4.3943068295832015,2733.253781722821,2,17,0,546.6496630452381,1,False,False,False,False,False,False,True,False,False,False,True,False,False,False,False,True,False,False
ORD000091,2023-01-04 18:00:00,C71228,1.0,624.6533069724198,173 Main St,9.0,2.1818813715500536,624.6533069724198,2,18,0,69.40584587932901,1,False,False,True,False,False,False,False,True,False,False,True,False,False,False,True,False,False,False
ORD000093,2023-01-04 20:00:00,C50774,3.0,258.03071267612904,423 Main St,9.0,1.2046380567850852,774.0921380283871,2,20,0,86.01014199188525,1,False,False,False,False,True,False,False,False,False,False,False,False,True,False,False,True,False,False
ORD000094,2023-01-04 21:00:00,C12568,1.0,269.5960068062681,246 Main St,9.0,2.920760309288112,269.5960068062681,2,21,0,29.955078583942477,1,True,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,True
ORD000095,2023-01-04 22:00:00,C72592,4.0,677.5186522956374,866 Main St,7.0,2.07213186380757,2710.074609182549,2,22,0,387.1529625218463,1,True,False,False,False,False,False,False,False,False,True,False,False,False,True,False,True,False,False
ORD000096,2023-01-04 23:00:00,C77563,5.0,913.735745034218,383 Main St,8.0,2.523548593178784,4568.678725171089,2,23,0,571.0841267912277,1,False,False,False,False,True,False,False,False,False,False,True,False,False,False,False,True,False,False
ORD000097,2023-01-05 00:00:00,C12695,5.0,166.89233749592253,312 Main St,3.0,3.016125322481386,834.4616874796127,3,0,0,278.1529686499754,1,False,False,False,True,False,False,False,False,False,True,False,False,False,True,False,False,False,True
ORD000098,2023-01-05 01:00:00,C58190,5.0,1412.3744540864902,734 Main St,5.0,1.241722708610551,7061.872270432451,3,1,0,1412.3716293432317,1,False,False,False,False,True,False,False,False,False,False,False,False,False,True,False,False,True,False
ORD000099,2023-01-05 02:00:00,C15258,2.0,1144.943745295534,817 Main St,3.0,2.866583203005502,2289.887490591068,3,2,0,763.2932858860697,1,False,False,False,False,False,True,False,False,False,True,False,False,False,True,True,False,False,False
ORD000100,2023-01-05 03:00:00,C97538,1.0,2287.6791729444867,851 Main St,7.0,4.978517151966214,6208.276328768183,3,3,0,886.8953514020956,1,False,False,False,False,False,True,False,True,False,False,True,False,False,False,False,False,True,False
ORD000101,2023-01-05 04:00:00,C49504,4.0,1251.2360728615367,493 Main St,6.0,2.1957442273459344,5004.944291446147,3,4,0,834.1559916477052,1,False,False,True,False,False,False,True,False,False,False,False,True,False,False,False,False,True,False
ORD000102,2023-01-05 05:00:00,C43159,2.0,166.2707973775643,438 Main St,3.0,3.9445838866730023,332.5415947551286,3,5,0,110.84682876228032,1,True,False,False,False,False,False,True,False,False,False,True,False,False,False,True,False,False,False
ORD000103,2023-01-05 06:00:00,C23986,3.0,741.4163727130303,897 Main St,9.0,3.191153339681742,2224.249118139091,3,6,0,247.138516305992,1,False,False,False,True,False,False,False,True,False,False,True,False,False,False,False,False,False,False
ORD000104,2023-01-05 07:00:00,C71858,4.0,963.635033949412,121 Main St,1.0,2.3009012021258948,3854.540135797648,3,7,0,3854.50159078174,1,False,False,False,True,False,False,False,False,False,False,False,False,False,True,False,False,True,False
ORD000105,2023-01-05 08:00:00,C22666,4.0,2287.6791729444867,870 Main St,3.0,1.358428241569685,7589.971902691224,3,8,0,2529.982200956405,1,False,False,False,False,False,False,False,False,True,False,False,False,False,True,False,False,True,False
ORD000106,2023-01-05 09:00:00,C48660,4.0,1186.0308620714382,968 Main St,5.0,3.016125322481386,4744.123448285753,3,9,0,948.8227920115665,1,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,True,False
ORD000107,2023-01-05 10:00:00,C13561,5.0,451.7504120844295,204 Main St,3.0,3.016125322481386,2258.752060422147,3,10,0,752.9148437579032,1,False,False,False,False,True,False,True,False,False,False,False,False,False,False,False,False,False,False
ORD000108,2023-01-05 11:00:00,C36854,4.0,1414.2762458608463,565 Main St,3.0,3.016125322481386,5657.104983443385,3,11,0,1885.6953754965434,1,False,False,False,True,False,False,False,False,True,False,False,False,True,False,False,True,False,False
ORD000109,2023-01-05 12:00:00,C74505,1.0,230.301470074762,558 Main St,2.0,3.016125322481386,230.301470074762,3,12,0,115.15015928658455,1,False,False,False,False,True,False,False,False,False,True,False,False,False,True,False,False,False,True
ORD000110,2023-01-05 13:00:00,C62251,4.0,1318.9437470006706,531 Main St,9.0,2.3251933618426923,5275.774988002682,3,13,0,586.1965695596652,1,False,False,False,False,True,False,False,False,True,False,True,False,False,False,False,False,False,True
ORD000111,2023-01-05 14:00:00,C32662,5.0,1457.8633619266968,869 Main St,4.0,3.336171808910761,7289.316809633484,3,14,0,1822.3246465967547,1,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False
ORD000112,2023-01-05 15:00:00,C18392,4.0,306.8726086728071,815 Main St,5.0,3.813852657159997,1227.4904346912283,3,15,0,245.4975959430538,1,True,False,False,False,False,False,False,True,False,False,False,False,False,True,False,False,True,False
ORD000113,2023-01-05 16:00:00,C40535,3.0,1096.9957930954886,921 Main St,2.0,2.54945934787832,3290.987379286465,3,16,0,1645.4854622159214,1,False,False,False,False,True,False,False,False,False,True,False,False,False,False,False,False,False,True
ORD000114,2023-01-05 17:00:00,C88603,3.0,108.41400222809776,873 Main St,5.0,3.016125322481386,325.2420066842933,3,17,0,65.04827124031618,1,False,True,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False
ORD000115,2023-01-05 18:00:00,C62256,5.0,637.8630964517747,718 Main St,7.0,2.819666768133846,3189.315482258873,3,18,0,455.6158465857725,1,True,False,False,False,False,False,False,False,False,True,True,False,False,False,True,False,False,False
ORD000116,2023-01-05 19:00:00,C99135,1.0,798.6107838366273,862 Main St,5.0,1.0360133996937075,798.6107838366273,3,19,0,159.72183732365082,1,False,False,False,True,False,False,False,False,True,False,False,False,False,True,False,False,False,True
ORD000117,2023-01-05 20:00:00,C45222,1.0,891.9355775689694,320 Main St,7.0,2.582401899423393,891.9355775689694,3,20,0,127.41918619672964,1,False,False,False,True,False,False,True,False,False,False,True,False,False,False,True,False,False,False
ORD000118,2023-01-05 21:00:00,C87373,2.0,1407.1090099604112,478 Main St,5.0,3.016125322481386,2814.2180199208224,3,21,0,562.8424782992079,1,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,True,False
ORD000119,2023-01-05 22:00:00,C89575,5.0,1024.7634965765824,321 Main St,7.0,3.016125322481386,5123.817482882912,3,22,0,731.9728804505869,1,True,False,False,False,False,False,False,True,False,False,False,False,False,True,False,False,False,True
ORD000120,2023-01-05 23:00:00,C94651,4.0,747.8530292678937,357 Main St,2.0,3.016125322481386,2991.412117071575,3,23,0,1495.6985800428872,1,False,False,False,False,False,False,False,False,True,False,True,False,False,False,False,False,False,False
ORD000121,2023-01-06 00:00:00,C73335,5.0,1224.0288025855396,812 Main St,7.0,3.681503641741355,6120.144012927698,4,0,0,874.3050385539018,1,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,True,False,False
ORD000122,2023-01-06 01:00:00,C20965,2.0,1428.272590383893,466 Main St,5.0,2.107227188464615,2856.545180767786,4,1,0,571.3078935377702,1,False,False,False,False,False,True,False,True,False,False,False,True,False,False,False,False,False,True
ORD000123,2023-01-06 02:00:00,C34538,5.0,449.36876588963054,869 Main St,4.0,2.0225746862358505,2246.8438294481525,4,2,0,561.7095530881554,1,False,False,False,True,False,False,False,False,False,False,True,False,False,False,False,False,False,True
